#Curve 0, 20 points
#x y type
20	0
40	0
60	0
80	0
100	0
120	0
140	0
160	0
180	0
200	0
220	0
240	0
260	0
280	0
300	0
320	0
340	0
360	0
380	0
400	0
420	0
440	0
460	0
480	0
500	0
520	0
540	0.01
560	0.01
580	0.08
600	0.16
620	0.09
640	0.14
660	0.11
680	0.12
700	0.15
720	0.1
740	0.12
760	0.14
780	0.17
800	0.18
820	0.14
840	0.14
860	0.15
880	0.12
900	0.14
920	0.1
940	0.16
960	0.12
980	0.16
1000	0.11
1020	0.09
1040	0.14
1060	0.18
1080	0.1
1100	0.15
1120	0.12
1140	0.11
1160	0.1
1180	0.13
1200	0.17
1220	0.12
1240	0.16
1260	0.12
1280	0.12
1300	0.1
1320	0.17
1340	0.18
1360	0.15
1380	0.12
1400	0.1
1420	0.14
1440	0.13
1460	0.13
1480	0.09
1500	0.16
1520	0.16
1540	0.15
1560	0.15
1580	0.17
1600	0.14
1620	0.16
1640	0.13
1660	0.14
1680	0.1
1700	0.16
1720	0.18
1740	0.24
1760	0.23
1780	0.25
1800	0.27
1820	0.24
1840	0.28
1860	0.23
1880	0.23
1900	0.24
1920	0.26
1940	0.27
1960	0.24
1980	0.23
2000	0.23
2020	0.26
2040	0.24
2060	0.31
2080	0.27
2100	0.25
2120	0.26
2140	0.29
2160	0.25
2180	0.31
2200	0.27
2220	0.24
2240	0.28
2260	0.31
2280	0.31
2300	0.24
2320	0.27
2340	0.29
2360	0.23
2380	0.24
2400	0.27
2420	0.23
2440	0.34
2460	0.3
2480	0.22
2500	0.25
2520	0.26
2540	0.29
2560	0.26
2580	0.26
2600	0.19
2620	0.27
2640	0.24
2660	0.23
2680	0.3
2700	0.31
2720	0.23
2740	0.28
2760	0.38
2780	0.43
2800	0.38
2820	0.38
2840	0.4
2860	0.4
2880	0.41
2900	0.36
2920	0.47
2940	0.38
2960	0.3
2980	0.36
3000	0.36
3020	0.39
3040	0.41
3060	0.43
3080	0.38
3100	0.41
3120	0.35
3140	0.41
3160	0.32
3180	0.38
3200	0.37
3220	0.45
3240	0.43
3260	0.34
3280	0.4
3300	0.41
3320	0.35
3340	0.41
3360	0.37
3380	0.43
3400	0.41
3420	0.29
3440	0.4
3460	0.39
3480	0.42
3500	0.46
3520	0.42
3540	0.41
3560	0.37
3580	0.43
3600	0.43
3620	0.42
3640	0.36
3660	0.43
3680	0.37
3700	0.4
3720	0.36
3740	0.36
3760	0.37
3780	0.39
3800	0.33
3820	0.42
3840	0.46
3860	0.48
3880	0.54
3900	0.5
3920	0.4
3940	0.57
3960	0.53
3980	0.54
4000	0.51
4020	0.5
4040	0.48
4060	0.55
4080	0.53
4100	0.58
4120	0.48
4140	0.5
4160	0.57
4180	0.54
4200	0.43
4220	0.45
4240	0.45
4260	0.55
4280	0.49
4300	0.55
4320	0.49
4340	0.58
4360	0.49
4380	0.48
4400	0.54
4420	0.53
4440	0.5
4460	0.55
4480	0.51
4500	0.44
4520	0.54
4540	0.55
4560	0.49
4580	0.58
4600	0.56
4620	0.54
4640	0.54
4660	0.59
4680	0.5
4700	0.57
4720	0.53
4740	0.57
4760	0.46
4780	0.57
4800	0.56
4820	0.47
4840	0.51
4860	0.5
4880	0.55
4900	0.53
4920	0.52
4940	0.51
4960	0.55
4980	0.51
5000	0.47
5020	0.47
5040	0.44
5060	0.51
5080	0.58
5100	0.65
5120	0.58
5140	0.64
5160	0.62
5180	0.68
5200	0.68
5220	0.6
5240	0.69
5260	0.62
5280	0.63
5300	0.66
5320	0.61
5340	0.62
5360	0.67
5380	0.67
5400	0.59
5420	0.59
5440	0.56
5460	0.67
5480	0.68
5500	0.71
5520	0.68
5540	0.6
5560	0.62
5580	0.66
5600	0.66
5620	0.65
5640	0.59
5660	0.72
5680	0.61
5700	0.67
5720	0.6
5740	0.74
5760	0.65
5780	0.69
5800	0.62
5820	0.68
5840	0.64
5860	0.65
5880	0.64
5900	0.63
5920	0.51
5940	0.64
5960	0.72
5980	0.66
6000	0.68
6020	0.6
6040	0.64
6060	0.58
6080	0.66
6100	0.62
6120	0.65
6140	0.62
6160	0.71
6180	0.65
6200	0.7
